,Date,Ross,Chandler,BT1,BT2,BT3,BT4,BT5,GR1,GR2,GR3,GR4,GR5,Total,Saury,Blue_Runner,Squid,Mackerel,Herring,Sardine,Mazuri_Vitamins,Garlic,Salmon,Bonito,Bluefish,Mahi,Goggle_Eye,Humbolt_Squid,Temperature,covid,light_training,GroupFeed,Varied_Target,All_GR,All_BT,All_SS,male,female,Day_of_week,Month,Day
55,2018-03-13,2.0,8.0,12.0,2.0,0.0,0.0,3.0,5.0,4.0,4.0,3.0,2.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.4,0,1,1,0,18.0,17.0,10.0,30.0,15.0,1,3,13
56,2018-03-15,17.0,16.0,14.0,6.0,5.0,12.0,10.0,0.0,1.0,0.0,1.0,0.0,82.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,73.6,0,1,1,0,2.0,47.0,33.0,57.0,25.0,3,3,15
57,2018-03-17,,,,,,,,1.0,2.0,12.0,1.0,3.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0,1,0,0,19.0,,,1.0,18.0,5,3,17
58,2018-03-18,16.0,10.0,8.0,4.0,3.0,10.0,9.0,,,,,,60.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0,1,0,0,,34.0,26.0,43.0,17.0,6,3,18
59,2018-03-20,7.0,12.0,11.0,2.0,6.0,5.0,5.0,3.0,2.0,2.0,3.0,1.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8,0,1,1,0,11.0,29.0,19.0,38.0,21.0,1,3,20
60,2018-03-22,11.0,5.0,2.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0,1,1,0,5.0,10.0,16.0,18.0,13.0,3,3,22
61,2018-03-24,,,,,,,,0.0,2.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.2,0,1,0,0,7.0,,,0.0,7.0,5,3,24
62,2018-03-25,25.0,23.0,2.0,0.0,1.0,5.0,2.0,,,,,,58.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,0,1,0,0,,10.0,48.0,52.0,6.0,6,3,25
63,2018-03-27,6.0,11.0,0.0,0.0,0.0,1.0,0.0,7.0,6.0,11.0,1.0,1.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8,0,1,1,0,26.0,1.0,17.0,24.0,20.0,1,3,27
64,2018-03-29,17.0,5.0,22.0,5.0,9.0,14.0,12.0,0.0,0.0,0.0,1.0,1.0,86.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,0,1,1,0,2.0,62.0,22.0,56.0,30.0,3,3,29
